,Brand,Model,Body,Transmission,Year,Fule,Engine_CC,Kilometers_Driven,Color,City,Price
1301,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,15000,Red,Asyut,420000
1302,Jeep,Cherokee,4X4,Automatic,2013,Gas,3900,102000,Black,Cairo,560000
1303,Mazda,121,Hatchback,Manual,1998,Gas,1100,300000,Green,El Qanater El Khayreya,40000
1304,MG,5,Sedan,Automatic,2021,Gas,1500,56000,Red,Tagamo3 - New Cairo,450000
1305,Suzuki,Swift Dzire,Sedan,Manual,2022,Gas,1200,13000,Dark blue,Shobra,275000
1306,Mercedes,E 200,Sedan,Automatic,2020,Gas,2000,15000,Black,Cairo,2400000
1307,Kia,Cerato,Sedan,Automatic,2016,Gas,1600,174000,Silver,Tagamo3 - New Cairo,510000
1308,MG,ZS,Sedan,Automatic,2021,Gas,1500,30000,Blue,Alexandria,475000
1309,Opel,Grandland,SUV,Automatic,2022,Gas,1600,49000,Gray,Nasr city,850000
1310,Hyundai,Verna,Sedan,Manual,2009,Gas,1600,235000,Silver,Obour City,129000
1311,Chevrolet,Aveo,Sedan,Manual,2009,Gas,1500,135000,Silver,Giza,132000
1312,Mercedes,C 200,Sedan,Automatic,2019,Gas,1600,87000,Cyan,Madinaty,1700000
1313,Hyundai,Solaris,Sedan,Automatic,2017,Gas,1400,220000,Blue,Cairo,285000
1314,Skoda,Fantasia,Sedan,Automatic,2010,Gas,1600,148000,Cyan,El Haram,280000
1315,Mercedes,C 180,Sedan,Automatic,2009,Gas,1600,180000,Gray,Maadi,535000
1316,Mazda,121,Hatchback,Manual,1997,Gas,1100,136000,Green,El Haram,66000
1317,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,15000,Bronze,Cairo,650000
1318,Volkswagen,Jetta,Sedan,Automatic,2008,Gas,1600,300000,Silver,Tagamo3 - New Cairo,300000
1319,Peugeot,504,Sedan,Manual,1979,Gas,2000,300000,Red,El Mahalla,85000
1320,Fiat,500 X,Sedan,Automatic,2022,Gas,1400,11000,Black,Sheikh Zayed City,800000
1321,Nissan,Sunny,Sedan,Automatic,2013,Gas,1600,210000,Black,6 October,185000
1322,Kia,Cerato,Sedan,Automatic,2013,Gas,1600,105000,Black,Mohandessin,350000
1323,Lada,Granta,Sedan,Automatic,2022,Gas,1600,33000,Red,El Salam City,230000
1324,Hyundai,Accent RB,Sedan,Automatic,2017,Gas,1600,150000,Gray,Mohandessin,350000
1325,Hyundai,Elantra CN7,Sedan,Automatic,2021,Gas,1600,22000,Silver,Cairo,680000
1326,Hyundai,Accent RB,Sedan,Automatic,2019,Gas,1600,72000,Red,Giza,375000
1327,Subaru,XV,SUV,Automatic,2022,Gas,1600,400,Silver,Nasr city,800000
1328,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2018,Gas,1600,43000,Black,El Haram,370000
1329,Geely,Emgrand X7,SUV,Automatic,2019,Gas,1300,80000,Black,Giza,400000
1330,Kia,Cerato,Sedan,Automatic,2016,Gas,1600,73000,White,Kafr el-Sheikh,485000
1331,Volvo,XC60,SUV,Automatic,2019,Gas,2000,94000,White,Alexandria,1300000
1332,Toyota,Corolla,Sedan,Automatic,2021,Gas,1600,16000,Cyan,Mokattam,600000
1333,Fiat,128,Sedan,Manual,1982,Gas,1200,200000,White,Tagamo3 - New Cairo,22000
1334,Kia,Ceed,Hatchback,Automatic,2018,Gas,1600,105000,Gray,Agamy,600000
1335,Renault,Kadjar,SUV,Automatic,2019,Gas,1200,93000,White,Al Shorouk,580000
1336,Kia,Picanto,Hatchback,Automatic,2013,Gas,1300,120000,Black,Cairo,245000
1337,BMW,218 i,Hatchback,Automatic,2021,Gas,1500,28000,Black,Heliopolis,1000000
1338,Daewoo,Nubira 2,Sedan,Automatic,2006,Gas,1600,211111,Black,10th of Ramadan,85000
1339,Mazda,Mazda 3,Sedan,Manual,2007,Gas,1600,213000,Blue,Tagamo3 - New Cairo,200000
1340,Kia,Picanto,Hatchback,Manual,2011,Gas,1100,180000,Silver,El Manial,170000
1341,Chevrolet,Aveo,Sedan,Automatic,2020,Natural Gas,1500,180000,Dark blue,Obour City,260000
1342,Daewoo,Nubira 1,Sedan,Manual,1997,Gas,1600,150000,White,Gharbia,75000
1343,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,40000,Black,Cairo,330000
1344,Mercedes,GLK,SUV,Automatic,2010,Gas,3000,170000,Light grey,Sheraton,600000
1345,Fiat,Tipo,Sedan,Manual,1990,Gas,1600,70000,White,Shobra,350000
1346,Chevrolet,Optra,Sedan,Automatic,2020,Gas,1500,70000,Gold,Alexandria,255000
1347,Volvo,240,Sedan,Automatic,1986,Gas,2300,200000,Cyan,Cairo,60000
1348,Mercedes,C 200,Sedan,Automatic,2022,Gas,1500,600,White,Mansoura,2250000
1349,Proton,Saga,Sedan,Automatic,2021,Gas,1300,50000,Red,Cairo,270000
1350,Hyundai,Avante,Sedan,Automatic,2008,Gas,1600,138000,Silver,Bilbeis,240000
1351,Daihatsu,Grand terios,SUV,Automatic,2014,Gas,1500,122000,Black,Shibin el Kom,450000
1352,Mitsubishi,Pajero,4X4,Automatic,2010,Gas,3800,43000,Silver,Banha,810000
1353,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,39000,Dark red,Faqous,450000
1354,Skoda,Octavia A4,Sedan,Automatic,2006,Gas,1599,300000,Black,Cairo,180000
1355,Geely,Emgrand 7,Sedan,Manual,2014,Gas,1600,73000,Purple,Alexandria,175000
1356,BMW,X3,SUV,Automatic,2020,Gas,2000,43000,Blue,Tagamo3 - New Cairo,1850000
1357,Daihatsu,Terios,SUV,Automatic,2010,Gas,1500,165000,Gray,Tagamo3 - New Cairo,235000
1358,Hyundai,Tucson,SUV,Automatic,2018,Gas,1600,100000,Silver,Alexandria,650000
1359,Kia,Sportage,SUV,Automatic,2020,Gas,1600,40000,Silver,Alexandria,850000
1360,Nissan,Qashqai,SUV,Automatic,2016,Gas,1200,164000,White,Tagamo3 - New Cairo,430000
1361,Hyundai,Elantra AD,Sedan,Automatic,2019,Gas,1600,80000,Petroleum,Alexandria,480000
1362,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,24000,Red,Alexandria,320000
1363,Peugeot,3008,SUV,Automatic,2022,Gas,1600,12000,Silver,Tagamo3 - New Cairo,1050000
1364,Hyundai,Verna,Sedan,Manual,2015,Gas,1600,144000,Dark red,Sohag,175000
1365,Kia,Carens,MiniVans,Automatic,2015,Gas,1600,260000,Mocha,Ismailia,455000
1366,Honda,Civic,Sedan,Manual,1993,Gas,1500,100000,Orange,El Minya,135000
1367,Volkswagen,Tiguan,SUV,Automatic,2020,Gas,1400,50000,Silver,Heliopolis,945000
1368,Volvo,XC 40,SUV,Automatic,2020,Gas,2000,56000,Black,Nasr city,1180000
1369,Geely,Emgrand 7,Sedan,Manual,2018,Gas,1500,148000,Silver,Heliopolis,175000
1370,Chevrolet,Optra,Sedan,Automatic,2020,Gas,1500,90000,Gray,Alexandria,270000
1371,Byd,L3,Sedan,Automatic,2015,Gas,1600,90000,Gray,Warraq,180000
1372,Kia,Sportage,SUV,Automatic,2019,Gas,1600,23000,Silver,El Qanater El Khayreya,850000
1373,Hyundai,Tucson Turbo GDI,SUV,Automatic,2019,Gas,1600,72000,White,Nasr city,820000
1374,Hyundai,Elantra HD,Sedan,Automatic,2019,Gas,1600,55000,Silver,Mohandessin,380000
1375,Mitsubishi,Pajero,4X4,Automatic,2018,Gas,3800,29000,Gray,Faiyum,1575000
1376,Suzuki,Maruti,Hatchback,Manual,2013,Gas,800,90000,Silver,Obour City,65000
1377,Chery,Tiggo 3,SUV,Automatic,2019,Gas,1500,39000,Silver,El Haram,340000
1378,Opel,Astra,Sedan,Automatic,2020,Gas,1400,50000,Gray,Tagamo3 - New Cairo,430000
1379,Mitsubishi,Pajero,4X4,Automatic,2021,Gas,3800,19000,White,Nasr city,2400000
1380,Peugeot,508,Sedan,Automatic,2015,Gas,1600,97000,Cyan,Heliopolis,400000
1381,Nissan,Sentra,Sedan,Automatic,2015,Gas,1600,220000,Champagne,Giza,315000
1382,Opel,Astra,Sedan,Automatic,2019,Gas,1400,113000,Olive,Sheikh Zayed City,380000
1383,Jeep,Grand Cherokee,4X4,Automatic,2016,Gas,5700,170000,Black,Madinaty,1050000
1384,Nissan,Tiida,Hatchback,Automatic,2009,Gas,1600,130000,Gold,Obour City,250000
1385,Chevrolet,Cruze,Sedan,Automatic,2010,Gas,1600,100000,Black,Mokattam,250000
1386,Speranza,A516,Sedan,Manual,2008,Gas,1600,146000,Dark blue,El Haram,115000
1387,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2015,Gas,1600,62000,Silver,Tanta,420000
1388,Mazda,323,Sedan,Manual,1982,Gas,1300,43000,Gold,Khanka,28000
1389,Brilliance,FSV,Sedan,Manual,2010,Gas,1000,23000,Silver,Alexandria,110000
1390,Hyundai,Elantra HD,Sedan,Automatic,2019,Gas,1600,102000,Silver,Shibin El Qanater,350000
1391,Mercedes,C 200,Sedan,Automatic,2019,Gas,1500,98000,White,El Manial,1440000
1392,Honda,Accord,Sedan,Manual,1993,Gas,1800,198000,Red,Giza,95000
1393,Toyota,Corolla,Sedan,Automatic,2015,Gas,1600,150000,Silver,6 October,420000
1394,Kia,Spectra,Sedan,Automatic,2003,Gas,1600,200000,Silver,El Manial,135000
1395,Speranza,A516,Sedan,Manual,2008,Gas,1400,186000,Gold,Alexandria,95000
1396,Volvo,XC60,SUV,Automatic,2020,Gas,2000,150000,Champagne,6 October,1600000
1397,Renault,Kadjar,SUV,Automatic,2017,Gas,1200,153000,White,Tagamo3 - New Cairo,510000
1398,Fiat,Tempra,Sedan,Manual,1990,Gas,1600,250000,Dark blue,Marsa Matrouh,50000
1399,Toyota,Corolla,Sedan,Automatic,2017,Gas,1600,225000,Light grey,Nasr city,520000
1400,Peugeot,301,Sedan,Automatic,2015,Gas,1500,135000,Mocha,Cairo,270000
1401,Changan,CS 15,SUV,Automatic,2022,Gas,1500,20,Silver,Beni Suef,350000
1402,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,200000,Gray,Nasr city,350000
1403,Suzuki,Maruti,Hatchback,Manual,2008,Gas,800,96000,Silver,Alexandria,65000
1404,Seat,Ibiza,Sedan,Automatic,2013,Gas,1600,144000,Blue,Red Sea,240000
1405,Ssang Yong,Tivoli XLV,SUV,Automatic,2019,Gas,1600,19500,Dark blue,Nasr city,600000
1406,Chevrolet,Optra,Sedan,Automatic,2018,Gas,1500,150000,Dark red,Alexandria,270000
1407,Chevrolet,Optra,Sedan,Automatic,2021,Gas,1500,100000,Light grey,Luxor,300000
1408,Lifan,620,Sedan,Manual,2011,Gas,1600,100000,Dark blue,Cairo,130000
1409,Renault,Logan,Sedan,Automatic,2017,Gas,1600,111880,Black,Giza,160000
1410,Hyundai,Matrix,Hatchback,Automatic,2006,Gas,1600,225000,Light grey,Damanhur,210000
1411,Fiat,Siena,Sedan,Manual,2003,Gas,1400,180000,Cyan,Cairo,60000
1412,Skoda,Felicia,Hatchback,Manual,1998,Gas,1300,190000,Green,Tanta,60000
1413,Skoda,Octavia A4,Sedan,Manual,2008,Gas,1600,110000,Cyan,Giza,210000
1414,Skoda,Kodiaq,4X4,Automatic,2021,Gas,1400,21000,Silver,Giza,1200000
1415,Mercedes,200,Sedan,Automatic,2015,Gas,1500,130000,White,Shibin el Kom,800000
1416,MG,5,Sedan,Automatic,2022,Gas,1500,50000,Red,Giza,420000
1417,MG,Rx5,SUV,Automatic,2019,Gas,1500,130000,Silver,6 October,510000
1418,Keyton,M70,MiniVans,Manual,2016,Gas,1300,185000,Blue,10th of Ramadan,140000
1419,Mitsubishi,Pickup,4X4,Manual,2001,Diesel,1600,160000,Red,Maadi,70000
1420,BMW,X1,SUV,Automatic,2018,Gas,2000,75000,Gray,Tagamo3 - New Cairo,930000
1421,Skoda,Octavia A4,Sedan,Manual,2008,Gas,1600,110000,Blue,Cairo,220000
1422,Kia,Cerato,Sedan,Automatic,2015,Gas,1600,149000,Mocha,Alexandria,410000
1423,Renault,Duster,SUV,Automatic,2020,Gas,1600,60000,White,Cairo,500000
1424,Renault,Logan,Sedan,Automatic,2018,Gas,1600,17000,Champagne,Alexandria,292000
1425,Hyundai,Matrix,Hatchback,Automatic,2009,Gas,1600,100000,Cyan,Damietta,275000
1426,BMW,320,Sedan,Automatic,2013,Gas,1995,72000,Light grey,Heliopolis,650000
1427,Hyundai,Verna,Sedan,Manual,2006,Gas,1500,190000,White,Cairo,120000
1428,MG,Rx5,SUV,Automatic,2019,Gas,1500,45000,Mocha,Alexandria,520000
1429,Hyundai,Elantra,Sedan,Manual,2011,Gas,1600,210000,Black,6 October,190000
1430,Mercedes,C 200 AMG,Sedan,Automatic,2006,Gas,1980,300000,Black,Nasr city,350000
1431,Mitsubishi,Lancer Puma,Sedan,Automatic,2011,Gas,1600,240000,Champagne,Faiyum,225000
1432,MG,ZS,Sedan,Automatic,2022,Gas,1500,28000,White,Alexandria,520000
1433,Ssang Yong,Musso,SUV,Automatic,1997,Diesel,2890,160000,Blue,Quesna,125000
1434,Speranza,A113,Hatchback,Manual,2010,Gas,1300,167000,Gray,Cairo,105000
1435,Chevrolet,Aveo,Sedan,Automatic,2011,Gas,1600,199000,Black,Al Shorouk,145000
1436,Chery,Tiggo 8,SUV,Automatic,2022,Gas,1500,250,Black,Asyut,750000
1437,Nissan,Sunny,Sedan,Automatic,2022,Gas,1500,35000,Black,6 October,360000
1438,Lada,Samara,Hatchback,Manual,2005,Gas,1600,84000,Silver,Giza,60000
1439,Hyundai,Verna,Sedan,Manual,2014,Gas,1600,275000,Silver,Cairo,143000
1440,Toyota,Rush,SUV,Automatic,2020,Gas,1500,75000,Silver,Cairo,600000
1441,Mazda,Mazda 3,Sedan,Automatic,2021,Gas,1500,30000,Gray,Maadi,750000
1442,Hyundai,Verna,Sedan,Manual,2011,Natural Gas,1500,250000,White,Giza,125000
1443,Fiat,Punto,Hatchback,Automatic,2018,Gas,1400,96000,Dark blue,Alexandria,300000
1444,Peugeot,508,Sedan,Automatic,2022,Gas,1600,20000,White,Banha,920000
1445,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2018,Gas,1600,55000,Silver,Beni Suef,425000
1446,Nissan,Sunny,Sedan,Manual,2000,Gas,1300,215000,White,El Gamaleya,95000
1447,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,140000,Gray,El Qanater El Khayreya,305000
1448,Speranza,Tiggo,SUV,Automatic,2017,Gas,1500,160000,Gray,Alexandria,265000
1449,Hyundai,Accent,Sedan,Automatic,2011,Gas,1600,144000,Silver,Giza,250000
1450,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,59,Bronze,Nasr city,317000
1451,Chevrolet,Pickup,Pick up,Manual,2012,Diesel,2500,300000,Red,Mansoura,200000
1452,Chevrolet,Optra,Sedan,Automatic,2018,Gas,1500,120000,Silver,Giza,260000
1453,BMW,520,Sedan,Automatic,2005,Gas,2200,278000,Black,Giza,340000
1454,Hyundai,Tucson,SUV,Automatic,2021,Gas,1600,55600,Light grey,Sheikh Zayed City,950000
1455,Skoda,Felicia,Hatchback,Manual,1995,Gas,1300,145000,Green,Tanta,58000
1456,Mercedes,E 300,Sedan,Automatic,2010,Gas,3000,109000,Gray,Agamy,850000
1457,Ford,Mondeo,Sedan,Manual,1998,Gas,2000,250000,Dark green,Cairo,78000
1458,Jeep,Renegade,4X4,Automatic,2021,Gas,1400,17000,White,Giza,795000
1459,Renault,Megane,Sedan,Automatic,2020,Gas,1600,165000,Blue,Cairo,415000
1460,Skoda,Felicia,Hatchback,Manual,1996,Gas,1300,183000,White,Sadat City,65000
1461,Daewoo,Lanos,Sedan,Manual,1999,Gas,1500,200000,Silver,Qena,95000
1462,Toyota,Rav 4,SUV,Automatic,2014,Gas,2000,80000,White,Sheikh Zayed City,1150000
1463,Daewoo,Nubira 2,Sedan,Manual,2006,Gas,1600,70000,Black,Giza,87000
1464,Great Wall,Florid,Hatchback,Manual,2010,Gas,1600,325000,Orange,Mokattam,82000
1465,Mercedes,E 180,Sedan,Automatic,2019,Gas,1600,7000,Black,Heliopolis,1860000
1466,Hyundai,Tucson,SUV,Automatic,2019,Gas,1600,120000,Gray,Heliopolis,790000
1467,Mercedes,E 180,Sedan,Automatic,2019,Gas,1600,40000,Silver,Heliopolis,1690000
1468,Mercedes,E 180,Sedan,Automatic,2019,Gas,1600,50000,Black,Heliopolis,1690000
1469,Peugeot,2008,SUV,Automatic,2022,Gas,1200,0,White,Heliopolis,830000
1470,Opel,Corsa,Hatchback,Manual,1995,Gas,1000,366000,Red,Beni Suef,75000
1471,Citroën,C5 Aircross,SUV,Automatic,2020,Gas,1600,122000,Red,6 October,670000
1472,Jeep,Liberty,4X4,Automatic,2002,Gas,3700,99000,Black,Beheira,235000
1473,Toyota,Yaris,Sedan,Manual,2007,Gas,1600,165000,Black,Faiyum,170000
1474,Suzuki,Maruti,Hatchback,Manual,2008,Gas,800,46000,Silver,6 October,45000
1475,BMW,X6,4X4,Automatic,2019,Gas,4800,125000,White,Madinaty,2150000
1476,Hyundai,Elantra CN7,Sedan,Automatic,2022,Gas,1600,20000,Blue,6 October,580000
1477,Chevrolet,Optra,Sedan,Automatic,2015,Gas,1500,162000,Light grey,Cairo,210000
1478,Hyundai,Tucson,SUV,Automatic,2021,Gas,1600,35000,White,Maadi,900000
1479,Ford,Grand C-Max,MiniVans,Automatic,2018,Gas,1500,80000,Light grey,6 October,550000
1480,Toyota,Corolla,Sedan,Automatic,1997,Gas,1800,300000,Silver,Damietta,125000
1481,Mini,Countryman S,Hatchback,Automatic,2020,Gas,2000,65000,Silver,Cairo,1150000
1482,Ford,Mondeo,Sedan,Manual,2014,Gas,1600,191000,Black,Cairo,250000
1483,Toyota,Corolla,Sedan,Automatic,2021,Gas,1600,8500,Silver,Heliopolis,700000
1484,Ford,Focus,Sedan,Automatic,2009,Gas,1600,210000,Black,10th of Ramadan,239000
1485,Audi,A6,Sedan,Automatic,2020,Gas,2000,30000,Silver,Sheikh Zayed City,2000000
1486,Fiat,128,Sedan,Manual,1991,Gas,1300,100000,Blue,Shobra,31000
1487,Hyundai,Elantra MD,Sedan,Automatic,2012,Gas,1600,135000,Black,El Marg,330000
1488,Lada,2107,Sedan,Manual,2005,Gas,1600,81000,White,Obour City,60000
1489,Hyundai,Santa Fe,4X4,Automatic,2013,Gas,3300,320000,Silver,Beheira,600000
1490,Kia,Cerato Koup,Coupe,Automatic,2011,Gas,1600,200000,Gray,Shobra,320000
1491,Mitsubishi,Eclipse Cross,SUV,Automatic,2018,Gas,1600,60000,Gray,Mit Ghamr,650000
1492,BMW,528,Sedan,Automatic,2008,Gas,2500,270000,Gray,Hurghada,380000
1493,Opel,Meriva,MiniVans,Automatic,2017,Gas,1400,64000,Black,Tagamo3 - New Cairo,310000
1494,Changhe,Q35,MiniVans,Automatic,2018,Gas,1500,80000,Cyan,Nasr city,300000
1495,Opel,Insignia,Sedan,Automatic,2014,Gas,1600,180000,Brown,Cairo,420000
1496,Daihatsu,Terios,SUV,Manual,1999,Gas,1500,100000,Red,Kafr el-Sheikh,125000
1497,Chevrolet,N-Series,Medium truck jumbo,Manual,2021,Diesel,4300,30000,Red,Asyut,670000
1498,Fiat,128,Sedan,Manual,2008,Gas,1300,46000,Red,Beni Suef,33000
1499,Chrysler,Town & Country,MiniVans,Automatic,2006,Gas,3200,30000,Silver,Heliopolis,600000
1500,Renault,Logan,Sedan,Automatic,2022,Gas,1600,30000,Silver,Nasr city,340000
1501,Geely,Emgrand 7,4X4,Manual,2017,Gas,1500,150000,Black,6 October,140000
1502,Hyundai,Elantra MD,Sedan,Automatic,2013,Gas,1600,250000,Black,Luxor,285000
1503,MG,5,Sedan,Automatic,2021,Gas,1500,35000,Black,Cairo,389000
1504,Peugeot,406,Sedan,Automatic,2002,Gas,2000,450000,Silver,10th of Ramadan,85000
1505,Renault,Duster,SUV,Automatic,2019,Gas,1600,100000,White,Zagazig,400000
1506,Mercedes,180,Sedan,Automatic,2007,Gas,1800,190000,Silver,Quesna,360000
1507,Zotye,T600,SUV,Automatic,2018,Gas,1500,95000,White,Dakahlia,360000
1508,Hyundai,Elantra AD,Sedan,Automatic,2017,Gas,1600,75000,White,El Mahalla,523000
1509,Hyundai,Elantra,Sedan,Automatic,2007,Gas,1600,280000,Silver,10th of Ramadan,245000
1510,Nissan,Sunny,Sedan,Automatic,2016,Gas,1500,230000,Silver,Giza,200000
1511,Citroën,C5 Aircross,SUV,Automatic,2022,Gas,1600,14000,Gray,Cairo,950000
1512,Hyundai,Verna,Sedan,Manual,2006,Gas,1500,200000,Silver,Minya Al Qamh,120000
1513,MG,HS,SUV,Automatic,2021,Gas,1500,80000,White,Tagamo3 - New Cairo,620000
1514,MG,5,Sedan,Automatic,2020,Gas,1500,10500,Black,El Manial,410000
1515,Hyundai,IX 35,SUV,Automatic,2016,Gas,1600,180000,Silver,Obour City,480000
1516,Chevrolet,Cruze,Sedan,Automatic,2014,Gas,1600,64000,Silver,Tagamo3 - New Cairo,320000
1517,Byd,L3,Sedan,Manual,2015,Gas,1500,190000,Gold,Cairo,190000
1518,Peugeot,301,Sedan,Automatic,2019,Gas,1600,99000,Silver,Port Said,380000
1519,Nissan,Sunny,Sedan,Automatic,2018,Gas,1500,59000,Gold,Kafr El Zayat,315000
1520,Kia,Picanto,Hatchback,Manual,2010,Gas,1200,82000,Red,Ain Shams,200000
1521,Hyundai,Elantra AD,Sedan,Automatic,2020,Gas,1600,70000,Silver,Heliopolis,420000
1522,Mercedes,E 180,Sedan,Automatic,2016,Gas,1600,121000,Black,6 October,1300000
1523,Seat,Leon,Hatchback,Automatic,2018,Gas,1400,95000,Blue,Nasr city,530000
1524,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,75000,Bronze,Sheikh Zayed City,280000
1525,Jac,J7,Sedan,Automatic,2021,Gas,1500,36000,Gray,Nasr city,450000
1526,Renault,Kadjar,SUV,Automatic,2020,Gas,1200,32000,Black,Nasr city,675000
1527,Kia,Sportage,SUV,Automatic,2020,Gas,1600,57300,Light grey,Alexandria,780000
1528,Mitsubishi,Lancer Crystala,Sedan,Manual,1999,Gas,1400,200000,Silver,Alexandria,120000
1529,BMW,850,Coupe,Automatic,2020,Gas,1600,45000,Black,Sheikh Zayed City,3750000
1530,Lada,Granta,Sedan,Automatic,2017,Gas,1600,150000,Orange,Cairo,180000
1531,Seat,Ibiza,Sedan,Automatic,2020,Gas,1600,60000,White,Damietta,545000
1532,Volkswagen,Passat,Sedan,Automatic,2021,Gas,2000,80000,White,Suez,810000
1533,Mercedes,E 200,Sedan,Automatic,2013,Gas,1300,166000,Black,Cairo,870000
1534,Peugeot,405,Sedan,Automatic,1992,Gas,1600,158500,Dark green,Ain Shams,87000
1535,BMW,320,Sedan,Automatic,2020,Gas,2000,55000,Blue,Cairo,1520000
1536,Peugeot,508,Sedan,Automatic,2018,Gas,1600,81000,White,Nasr city,650000
1537,Peugeot,508,Sedan,Automatic,2019,Gas,1600,100000,Gray,Nasr city,820000
1538,Chevrolet,Cruze,Sedan,Automatic,2014,Gas,1600,103000,Black,Nasr city,275000
1539,Hyundai,Tucson,SUV,Automatic,2020,Gas,1600,60000,White,Sharqia,800000
1540,Nissan,Sentra,Sedan,Automatic,2022,Gas,1600,21000,Silver,Nasr city,480000
1541,Kia,Rio,Sedan,Automatic,2015,Gas,1400,144000,Silver,Nasr city,310000
1542,Nissan,Sunny,Sedan,Automatic,2022,Gas,1500,31000,Gray,Nasr city,365000
1543,Lada,Granta,Sedan,Manual,2016,Gas,1600,90000,Gray,Giza,140000
1544,Renault,Logan,Sedan,Automatic,2020,Gas,1600,48400,White,Mohandessin,330000
1545,Hyundai,Accent,Sedan,Manual,2005,Gas,1300,170000,Dark blue,Cairo,110000
1546,Kia,Cerato,Sedan,Automatic,2015,Gas,1600,170000,Light grey,Ismailia,343000
1547,Chevrolet,Equinox,SUV,Automatic,2019,Gas,1500,56000,White,Alexandria,625000
1548,Hyundai,Elantra AD,Sedan,Automatic,2020,Gas,1600,65000,Blue,Giza,500000
1549,Mercedes,C 180,Sedan,Automatic,2019,Gas,1600,63000,White,Nasr city,1450000
1550,Volkswagen,Passat,Sedan,Automatic,2018,Gas,1400,47000,Light grey,Tagamo3 - New Cairo,820000
1551,Toyota,Rush,SUV,Automatic,2022,Gas,1500,15000,White,Mansoura,700000
1552,BMW,318,Sedan,Automatic,2019,Gas,1600,45000,Blue,Port Said,880000
1553,Peugeot,505,Sedan,Manual,1982,Gas,1500,100000,Brown,Monufia,50000
1554,Nissan,Sunny,Sedan,Automatic,2019,Gas,1500,109000,Gray,Shobra,235000
1555,Nissan,Tiida,Hatchback,Automatic,2007,Gas,1600,200000,Red,Obour City,230000
1556,MG,ZS,Sedan,Automatic,2021,Gas,1500,145000,Black,Mokattam,425000
1557,Geely,Emgrand 7,Sedan,Manual,2017,Gas,1500,170000,Light grey,Al Shorouk,180000
1558,Renault,Logan,Sedan,Manual,2022,Gas,1600,5500,Silver,Giza,265000
1559,MG,HS,SUV,Automatic,2022,Gas,1500,11000,White,Shobra,700000
1560,Speranza,QQ,Hatchback,Manual,2006,Gas,1100,85000,Green,Gharbia,55000
1561,Kia,Carens,MiniVans,Automatic,2013,Gas,1600,61000,Black,Heliopolis,400000
1562,Mitsubishi,Lancer Crystala,Sedan,Manual,1998,Gas,1300,200000,Olive,Cairo,105000
1563,Renault,Kadjar,SUV,Automatic,2022,Gas,1600,3000,Silver,Tagamo3 - New Cairo,800000
1564,Nissan,Sunny,Sedan,Manual,2008,Gas,1600,160000,Dark blue,Sharqia,148000
1565,Speranza,A113,Hatchback,Manual,2012,Gas,1300,198000,Light grey,El Haram,85000
1566,Volkswagen,Polo,Hatchback,Manual,1999,Gas,1400,135000,Black,Mansoura,67000
1567,Kia,Sportage,SUV,Automatic,2016,Gas,1600,3000,Light grey,Mokattam,950000
1568,Honda,Civic,Sedan,Automatic,1993,Gas,1600,280000,Red,Sheikh Zayed City,75000
1569,Daewoo,Lanos 2,Sedan,Manual,2000,Gas,1500,300000,Black,Borg el arab,85000
1570,Byd,F3,Sedan,Manual,2020,Gas,1600,200000,Gray,El Haram,200000
1571,Renault,Laguna,Sedan,Automatic,2019,Gas,1600,162000,Light grey,Alexandria,210000
1572,Renault,Captur,Hatchback,Automatic,2017,Gas,1200,77000,Black,Giza,370000
1573,Mercedes,E 250,Sedan,Automatic,2011,Gas,2000,168000,White,Cairo,850000
1574,Fiat,Tempra,Sedan,Manual,1997,Gas,1600,220000,Silver,El Katameya,55000
1575,Chevrolet,Lanos,Sedan,Manual,2014,Gas,1499,138000,Red,Banha,158000
1576,Jeep,Renegade,4X4,Automatic,2022,Gas,1400,11000,White,Nasr city,920000
1577,Opel,Astra,Sedan,Automatic,2016,Gas,1600,90000,Silver,Damietta,385000
1578,Hyundai,IX 35,SUV,Automatic,2014,Gas,1600,125000,Gray,Mohandessin,500000
1579,Kia,Sportage,SUV,Automatic,2017,Gas,1600,119000,Black,6 October,650000
1580,Skoda,Octavia A7,Sedan,Automatic,2020,Gas,1600,59000,White,Mansoura,800000
1581,Nissan,Sunny,Sedan,Automatic,2023,Gas,1500,3000,Red,Cairo,440000
1582,Kia,Carens,MiniVans,Automatic,2015,Gas,1600,130000,Black,Zagazig,450000
1583,Suzuki,Van,Van,Manual,2017,Gas,800,90000,Red,Nasr city,135000
1584,Kia,Rio,Sedan,Automatic,2015,Gas,1600,70000,Silver,6 October,350000
1585,MG,6,Sedan,Automatic,2022,Gas,1500,8000,White,Alexandria,550000
